Format Version,1.23,Take Name,Take 2024-05-10 11.31.19 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-05-10 11.31.19.221 AM,Total Frames in Take,9420,Total Exported Frames,9420,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,drone,drone,drone,drone,drone,drone,drone
,ID,"D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,w,X,Y,Z
1244,10.366667,-0.001189,0.007579,0.012929,-0.999887,89.891525,222.873947,-144.526382
1245,10.375000,-0.002004,0.007636,0.012767,-0.999887,89.884354,222.693985,-144.600143
1246,10.383333,-0.004541,0.007845,0.009056,-0.999918,90.060188,222.866623,-145.050369
1247,10.391667,0.002013,0.005740,0.010315,-0.999928,90.499435,222.868286,-143.318527
1248,10.400000,0.002135,0.006762,0.010052,-0.999924,90.522598,222.603836,-143.380264
1249,10.408333,-0.002061,0.007254,0.011064,-0.999910,89.961533,222.648056,-144.581909
1250,10.416667,-0.001391,0.007592,0.010971,-0.999910,90.230789,222.578400,-144.256256
1251,10.425000,-0.002020,0.007429,0.011521,-0.999904,90.159180,222.613525,-144.426697
1252,10.433333,0.001654,0.007074,0.010387,-0.999920,90.618187,223.195816,-143.465698
1253,10.441667,0.000474,0.008686,0.015276,-0.999846,89.583321,222.821991,-144.007202
1254,10.450000,-0.002230,0.008144,0.011938,-0.999893,89.975777,222.886185,-144.547745
1255,10.458333,-0.002323,0.008258,0.011880,-0.999893,90.022209,222.769684,-144.613861
1256,10.466667,-0.001254,0.007834,0.013166,-0.999882,89.899437,222.848770,-144.491653
1257,10.475000,0.002635,0.005693,0.009114,-0.999939,90.775940,222.852264,-143.305893
1258,10.483333,-0.003978,0.006838,0.008566,-0.999932,90.448830,222.782425,-144.792633
1259,10.491667,-0.001609,0.007486,0.012091,-0.999898,90.199898,222.714523,-144.250443
1260,10.500000,0.000533,0.007501,0.013794,-0.999877,90.181709,223.103119,-144.123962
1261,10.508333,-0.001615,0.008374,0.013905,-0.999867,89.891708,222.925339,-144.675919
1262,10.516667,-0.001161,0.008800,0.013945,-0.999863,89.672546,222.815781,-144.210724
1263,10.525000,-0.001139,0.008038,0.013543,-0.999875,89.897408,222.844208,-144.442535
1264,10.533333,-0.001337,0.007409,0.013132,-0.999885,89.873390,222.812149,-144.546555
1265,10.541667,-0.000810,0.007525,0.013058,-0.999886,90.037895,222.676697,-144.302902
1266,10.550000,-0.001430,0.007404,0.012477,-0.999894,90.062859,222.765106,-144.455673
1267,10.558333,-0.000851,0.007866,0.014122,-0.999869,89.969528,222.845108,-144.394348
1268,10.566667,-0.001720,0.007738,0.013390,-0.999879,89.893021,222.724915,-144.580154
1269,10.575000,0.002355,0.005777,0.010777,-0.999922,90.686607,222.833344,-143.324112
1270,10.583333,0.000781,0.005568,0.011116,-0.999922,90.541336,222.900406,-143.595474
1271,10.591667,-0.001003,0.007548,0.013677,-0.999878,89.923561,222.529770,-144.355270
1272,10.600000,-0.003650,0.007784,0.013756,-0.999869,89.895576,222.165024,-144.996078
1273,10.608333,0.002281,0.005526,0.010529,-0.999927,90.792671,223.043625,-143.230240
1274,10.616667,0.001288,0.005416,0.010853,-0.999926,90.513885,222.920685,-143.492249
1275,10.625000,-0.000887,0.007671,0.013170,-0.999883,89.840370,222.690613,-144.362503
1276,10.633333,-0.001661,0.007791,0.012354,-0.999892,89.898193,222.824631,-144.256500
1277,10.641667,-0.001311,0.008223,0.013797,-0.999870,89.913109,222.874939,-144.495361
1278,10.650000,-0.001752,0.008166,0.012591,-0.999886,90.094696,222.908401,-144.550797
1279,10.658333,0.001418,0.005729,0.011379,-0.999918,90.564240,222.783646,-143.552902
1280,10.666667,-0.004711,0.008801,0.009737,-0.999903,90.728630,223.005554,-144.963730
1281,10.675000,-0.001510,0.007547,0.012590,-0.999891,90.211014,222.695786,-144.330536
1282,10.683333,-0.004696,0.007476,0.009959,-0.999911,90.262596,222.853867,-145.026962
1283,10.691667,-0.001694,0.007800,0.013578,-0.999876,89.949059,222.813553,-144.588898
1284,10.700000,0.002261,0.006431,0.011128,-0.999915,90.678192,222.768814,-143.525894
1285,10.708333,-0.001308,0.007355,0.013205,-0.999885,90.064377,222.648193,-144.444092
1286,10.716667,-0.001175,0.007759,0.013800,-0.999874,89.938477,222.692444,-144.413147
1287,10.725000,-0.002240,0.007514,0.012192,-0.999895,90.276146,222.877609,-144.760086
1288,10.733333,0.001862,0.005444,0.011375,-0.999919,90.721878,222.815231,-143.605484
1289,10.741667,-0.004462,0.007338,0.010913,-0.999904,90.287979,222.887207,-144.819260
1290,10.750000,-0.001541,0.007274,0.013267,-0.999884,89.919762,222.591583,-144.358246
1291,10.758333,-0.000276,0.008317,0.016186,-0.999834,89.770256,222.811371,-144.236618
1292,10.766667,-0.001184,0.007306,0.014879,-0.999862,90.015739,222.972519,-144.615097
1293,10.775000,0.002680,0.005973,0.011196,-0.999916,90.842903,223.230713,-143.738464
1294,10.783333,-0.009295,0.004245,0.006378,-0.999927,91.080574,221.538437,-145.968002
1295,10.791667,-0.002464,0.008339,0.013171,-0.999876,90.122086,222.495285,-144.497864
1296,10.800000,-0.004565,0.007633,0.010250,-0.999908,90.140678,222.915161,-144.982620
1297,10.808333,0.002400,0.004932,0.010371,-0.999931,90.937256,222.875092,-143.230087
1298,10.816667,-0.000990,0.008106,0.013595,-0.999874,90.045746,222.693481,-144.324768
1299,10.825000,-0.000821,0.008145,0.013501,-0.999875,90.059029,222.825699,-144.022202
1300,10.833333,-0.001299,0.008048,0.014293,-0.999865,89.915085,222.792084,-144.548996
1301,10.841667,-0.002042,0.008121,0.012831,-0.999883,90.115562,222.808685,-144.636902
1302,10.850000,-0.001114,0.007445,0.012996,-0.999887,90.013817,222.756256,-144.329651
1303,10.858333,-0.000351,0.008096,0.014367,-0.999864,89.907959,222.723038,-144.216446
1304,10.866667,-0.000686,0.009002,0.014146,-0.999859,89.780449,223.238434,-144.293762
1305,10.875000,-0.001078,0.008078,0.013951,-0.999869,89.972008,222.865189,-144.442169
1306,10.883333,0.002586,0.006599,0.010437,-0.999920,90.850967,222.750015,-143.344254
1307,10.891667,-0.000811,0.007354,0.012656,-0.999893,90.408661,222.863586,-144.136505
1308,10.900000,0.000479,0.008004,0.016123,-0.999838,89.871567,222.849411,-143.960098
1309,10.908333,-0.001569,0.007773,0.013701,-0.999875,90.043770,222.783936,-144.586792
1310,10.916667,0.001846,0.005635,0.011365,-0.999918,90.719246,222.778625,-143.455780
1311,10.925000,-0.001813,0.007503,0.012467,-0.999893,90.340424,222.833420,-144.435760
1312,10.933333,-0.001567,0.007442,0.012697,-0.999891,90.286835,222.703217,-144.306030
1313,10.941667,0.000152,0.008394,0.016163,-0.999834,89.859680,222.818954,-144.162949
1314,10.950000,-0.001643,0.007766,0.013858,-0.999873,90.063843,222.773666,-144.585175
1315,10.958333,-0.001061,0.007307,0.014021,-0.999874,89.955482,222.702042,-144.487244
1316,10.966667,-0.003658,0.007095,0.009953,-0.999919,90.421295,222.779602,-144.750275
1317,10.975000,-0.002723,0.008082,0.012278,-0.999888,90.318924,222.904587,-144.676910
1318,10.983333,-0.000124,0.008214,0.015727,-0.999843,89.908440,222.822281,-144.227692
1319,10.991667,0.002725,0.005480,0.010001,-0.999931,90.973801,222.915482,-143.379089
1320,11.000000,-0.000961,0.007399,0.013539,-0.999880,90.111717,222.695343,-144.381317
1321,11.008333,-0.001590,0.008028,0.013140,-0.999880,90.059746,222.685669,-144.516144
1322,11.016667,-0.001269,0.007060,0.013587,-0.999882,90.039970,222.918839,-144.528229
1323,11.025000,0.002572,0.005479,0.011242,-0.999919,90.804070,222.778030,-143.322845
1324,11.033333,0.001746,0.005583,0.011745,-0.999914,90.619240,222.699844,-143.479706
1325,11.041667,-0.001267,0.007423,0.013508,-0.999880,90.136841,222.564651,-144.409042
1326,11.050000,-0.004843,0.007332,0.009893,-0.999913,90.309669,222.779572,-145.028061
1327,11.058333,-0.001797,0.007524,0.013807,-0.999875,89.974228,222.684250,-144.566620
1328,11.066667,0.002422,0.005200,0.011080,-0.999922,90.778679,222.854050,-143.300980
1329,11.075000,-0.000817,0.008269,0.013782,-0.999871,89.904877,222.621796,-144.109009
1330,11.083333,-0.001855,0.008064,0.014243,-0.999864,90.060326,222.751205,-144.748032
1331,11.091667,-0.005237,0.007275,0.009851,-0.999911,90.221947,222.692902,-145.162537
1332,11.100000,0.002615,0.006589,0.010201,-0.999923,90.613144,223.081787,-143.700989
1333,11.108333,0.001900,0.005952,0.011443,-0.999915,90.792877,223.174515,-143.570511
1334,11.116667,0.002128,0.006603,0.010878,-0.999917,90.884224,223.156006,-143.448380
1335,11.125000,0.002417,0.005237,0.011405,-0.999918,91.025116,223.062805,-143.625717
1336,11.133333,0.003911,0.005983,0.009738,-0.999927,91.012901,222.621445,-142.924133
1337,11.141667,-0.001405,0.007997,0.013417,-0.999877,90.016243,222.718994,-144.471405
1338,11.150000,-0.000923,0.007652,0.013636,-0.999877,90.027985,222.739532,-144.347275
1339,11.158333,-0.001925,0.008416,0.013421,-0.999873,89.991806,222.809967,-144.591919
1340,11.166667,-0.002419,0.008093,0.012496,-0.999886,90.053017,222.953171,-144.592636
1341,11.175000,-0.001302,0.007670,0.012967,-0.999886,90.078308,222.736816,-144.430191
1342,11.183333,-0.001187,0.007587,0.013225,-0.999883,90.041878,222.717377,-144.424500
1343,11.191667,-0.001168,0.008037,0.014447,-0.999863,89.856400,222.805374,-144.495636
1344,11.200000,-0.001962,0.008103,0.012926,-0.999882,90.116913,222.837082,-144.646591
1345,11.208333,-0.001511,0.007737,0.013272,-0.999881,90.049896,222.836044,-144.504410
1346,11.216667,-0.001003,0.007553,0.013109,-0.999885,90.250900,222.846268,-144.203934
1347,11.225000,-0.001565,0.008195,0.014063,-0.999866,89.974709,222.813782,-144.578049
1348,11.233333,-0.001224,0.008137,0.014402,-0.999862,89.885986,222.815460,-144.497147
1349,11.241667,-0.000950,0.002576,0.004314,-0.999987,92.507706,222.831223,-144.120651
1350,11.250000,-0.000242,0.008343,0.012966,-0.999881,90.264343,222.945480,-143.972916
1351,11.258333,-0.000439,0.008441,0.015562,-0.999843,89.867561,222.896393,-144.203705
1352,11.266667,-0.001367,0.007868,0.013676,-0.999875,90.067764,222.870819,-144.533157
1353,11.275000,0.001873,0.005472,0.011405,-0.999918,90.783798,222.840591,-143.431671
1354,11.283333,-0.002998,0.008755,0.011750,-0.999888,90.734123,222.911026,-144.691223
1355,11.291667,,,,,,,
1356,11.300000,-0.001268,0.007497,0.013081,-0.999886,90.456490,223.061844,-144.279587
1357,11.308333,-0.001561,0.007749,0.013729,-0.999875,90.135414,222.823685,-144.574280
1358,11.316667,-0.000814,0.007342,0.013391,-0.999883,90.223404,222.691910,-144.321457
1359,11.325000,-0.001535,0.007479,0.012916,-0.999888,90.246277,222.689728,-144.410782
1360,11.333333,-0.002603,0.007994,0.012482,-0.999887,90.190727,222.878052,-144.582565
1361,11.341667,-0.002352,0.007791,0.012892,-0.999884,90.276909,222.861938,-144.727905
1362,11.350000,0.001331,0.005483,0.011453,-0.999919,90.756073,222.874435,-143.526611
1363,11.358333,-0.000835,0.007392,0.013838,-0.999877,90.130386,222.658340,-144.331085
1364,11.366667,-0.002949,0.008393,0.012512,-0.999882,90.408478,222.840744,-144.812973
1365,11.375000,-0.001124,0.007914,0.014347,-0.999865,90.206444,222.716003,-144.693100
1366,11.383333,0.001747,0.006515,0.011519,-0.999911,90.727829,222.622604,-143.578491
1367,11.391667,-0.001250,0.007216,0.013372,-0.999884,90.132607,222.672409,-144.404724
1368,11.400000,-0.001049,0.007811,0.014318,-0.999866,90.042145,222.744431,-144.477737
1369,11.408333,-0.001250,0.008091,0.013908,-0.999870,90.015213,222.868622,-144.338882
1370,11.416667,0.002971,0.005559,0.010150,-0.999929,91.024231,222.865768,-143.328766
1371,11.425000,-0.003610,0.007097,0.010099,-0.999917,90.401421,222.766693,-144.777359
1372,11.433333,-0.001275,0.007181,0.013414,-0.999883,89.983284,222.757553,-144.438583
1373,11.441667,-0.000323,0.008153,0.015272,-0.999850,89.842621,222.830719,-144.364334
1374,11.450000,0.002609,0.004912,0.010499,-0.999929,90.971451,222.838287,-143.230453
1375,11.458333,-0.000571,0.006934,0.013562,-0.999884,90.302948,222.797745,-144.321228
1376,11.466667,-0.003855,0.006735,0.009688,-0.999923,90.486984,222.825668,-144.874359
1377,11.475000,-0.002128,0.007286,0.012716,-0.999890,90.303375,222.881622,-144.705063
1378,11.483333,0.003528,0.006346,0.011647,-0.999906,90.897644,222.574265,-143.112183
1379,11.491667,-0.000997,0.007038,0.013343,-0.999886,90.263832,222.746216,-144.443008
1380,11.500000,-0.000679,0.007111,0.013931,-0.999878,90.175194,222.738571,-144.396805
1381,11.508333,-0.004999,0.007210,0.010061,-0.999911,90.428749,222.719009,-145.051987
1382,11.516667,0.003088,0.005730,0.010963,-0.999919,90.817017,222.278732,-143.083832
1383,11.525000,-0.002791,0.007843,0.013419,-0.999875,90.214226,222.789001,-144.696762
1384,11.533333,-0.001553,0.007348,0.013861,-0.999876,90.094238,222.626877,-144.497864
1385,11.541667,-0.001508,0.007648,0.014575,-0.999863,89.986382,222.728058,-144.552734
1386,11.550000,0.002133,0.006330,0.011405,-0.999913,90.731789,222.492630,-143.404068
1387,11.558333,-0.001804,0.007542,0.013003,-0.999885,90.265427,222.619934,-144.421158
1388,11.566667,-0.002728,0.008098,0.013812,-0.999868,90.184151,222.767883,-144.699966
1389,11.575000,-0.001804,0.007653,0.014016,-0.999871,90.059952,222.699326,-144.638443
1390,11.583333,0.002043,0.005199,0.011588,-0.999917,90.813354,222.855637,-143.400650
1391,11.591667,-0.001780,0.007281,0.013232,-0.999884,90.211555,222.635788,-144.502151
1392,11.600000,-0.002831,0.007819,0.012667,-0.999885,90.204437,222.814178,-144.614868
1393,11.608333,0.000055,0.008072,0.016757,-0.999827,89.920372,222.779037,-144.185120
1394,11.616667,-0.001561,0.007027,0.014169,-0.999874,90.257782,222.750641,-144.319809
1395,11.625000,-0.001163,0.007379,0.014110,-0.999873,90.189796,222.593842,-144.415054
1396,11.633333,-0.002475,0.007614,0.013355,-0.999879,90.300751,222.729630,-144.661240
1397,11.641667,0.002814,0.005303,0.010529,-0.999927,90.911629,222.899429,-143.256256
1398,11.650000,-0.001677,0.007463,0.015059,-0.999857,90.236618,222.208725,-144.164795
1399,11.658333,-0.002811,0.007742,0.012237,-0.999891,90.457748,222.986130,-144.785477
1400,11.666667,-0.000896,0.007470,0.014326,-0.999869,90.238152,222.893631,-144.596680
1401,11.675000,0.002291,0.005484,0.011677,-0.999914,90.870247,222.774521,-143.375458
1402,11.683333,-0.000939,0.006845,0.013450,-0.999886,90.353859,222.812546,-144.415405
1403,11.691667,,,,,,,
1404,11.700000,0.002646,0.005843,0.011142,-0.999917,91.047302,222.962601,-143.247482
1405,11.708333,-0.001461,0.007499,0.013152,-0.999884,90.317787,222.723099,-144.462524
1406,11.716667,-0.002127,0.007928,0.013036,-0.999881,90.403526,222.830002,-144.643402
1407,11.725000,-0.001437,0.007462,0.014066,-0.999872,90.214714,222.858215,-144.602966
1408,11.733333,0.002175,0.005318,0.011547,-0.999917,90.907661,222.893433,-143.378479
1409,11.741667,-0.003588,0.007266,0.010566,-0.999911,90.472206,222.812317,-144.784775
1410,11.750000,-0.002210,0.007669,0.013270,-0.999880,90.258629,222.871292,-144.596695
1411,11.758333,0.002974,0.005759,0.012002,-0.999907,90.886383,222.621338,-143.226913
1412,11.766667,-0.001097,0.007083,0.013690,-0.999881,90.161705,222.697739,-144.400772
1413,11.775000,-0.001212,0.007805,0.014632,-0.999862,90.155571,222.803116,-144.542206
1414,11.783333,-0.002190,0.007946,0.013200,-0.999879,90.285698,222.808838,-144.667480
1415,11.791667,-0.001110,0.007157,0.013488,-0.999883,90.205788,222.670380,-144.384094
1416,11.800000,-0.000750,0.007356,0.014293,-0.999871,90.136108,222.678940,-144.330841
1417,11.808333,-0.002223,0.008013,0.013170,-0.999879,90.269852,222.780777,-144.690536
1418,11.816667,0.002523,0.006225,0.011260,-0.999914,90.844170,222.548935,-143.370377
1419,11.825000,0.000887,0.008012,0.016680,-0.999828,89.911011,222.743607,-143.962936
1420,11.833333,-0.001336,0.007736,0.014455,-0.999865,90.074722,222.850250,-144.575577
1421,11.841667,0.001866,0.005335,0.012060,-0.999911,90.823936,222.807068,-143.485382
1422,11.850000,-0.000988,0.007897,0.013634,-0.999875,90.197166,222.763031,-144.336090
1423,11.858333,-0.000280,0.009140,0.014896,-0.999847,89.851471,223.270920,-144.258148
1424,11.866667,-0.001032,0.007989,0.015233,-0.999852,89.981102,222.852768,-144.492691
1425,11.875000,-0.001209,0.008121,0.013956,-0.999869,90.180275,222.719498,-144.380447
1426,11.883333,-0.001457,0.008132,0.015154,-0.999851,89.966934,222.917908,-144.595703
1427,11.891667,-0.001001,0.007927,0.015292,-0.999851,89.969429,222.821060,-144.488358
1428,11.900000,-0.001334,0.007909,0.013820,-0.999872,90.245773,222.674942,-144.387421
1429,11.908333,-0.006617,0.007636,0.013452,-0.999858,90.501930,221.939392,-145.640778
1430,11.916667,-0.001270,0.007705,0.015672,-0.999847,90.058762,222.680756,-144.581406
1431,11.925000,-0.001598,0.007361,0.013772,-0.999877,90.327148,222.588516,-144.464249
1432,11.933333,-0.004061,0.007592,0.013437,-0.999873,90.434570,222.396210,-144.475220
1433,11.941667,0.003456,0.005604,0.010934,-0.999919,91.176193,222.750381,-143.161331
1434,11.950000,-0.001413,0.007492,0.013725,-0.999877,90.315422,222.687164,-144.457901
1435,11.958333,-0.002149,0.007698,0.013609,-0.999876,90.330307,222.865219,-144.626358
1436,11.966667,-0.000037,0.007170,0.015286,-0.999857,90.227661,222.791733,-144.171661
1437,11.975000,-0.001295,0.007452,0.013739,-0.999877,90.315216,222.724060,-144.453964
1438,11.983333,-0.001734,0.007960,0.013797,-0.999872,90.290604,222.916672,-144.545883
1439,11.991667,-0.000438,0.007873,0.015354,-0.999851,90.390694,222.907944,-144.168671
1440,12.000000,-0.002329,0.008606,0.013938,-0.999863,90.281937,222.898376,-144.721481
1441,12.008333,-0.001889,0.008166,0.014068,-0.999866,90.152534,222.934219,-144.568939
1442,12.016667,0.002347,0.005359,0.012256,-0.999908,91.140617,223.153152,-143.517914
1443,12.025000,-0.002419,0.007589,0.014097,-0.999869,90.312408,222.719513,-144.796387
1444,12.033333,0.002526,0.006214,0.011686,-0.999909,91.065605,222.627899,-143.364258
1445,12.041667,-0.000331,0.006922,0.014586,-0.999870,90.529602,222.858643,-144.312714
1446,12.050000,-0.003895,0.007243,0.011641,-0.999898,90.554703,222.993393,-145.057175
1447,12.058333,-0.000904,0.007022,0.014423,-0.999871,90.337303,222.747040,-144.392044
1448,12.066667,-0.000705,0.007348,0.015062,-0.999859,90.362862,222.799957,-144.400024
1449,12.075000,-0.001650,0.007570,0.014252,-0.999869,90.394081,222.899231,-144.577118
1450,12.083333,-0.000822,0.007390,0.014636,-0.999865,90.234116,222.746689,-144.345490
1451,12.091667,-0.000818,0.007768,0.015557,-0.999848,90.135101,222.874878,-144.468628
1452,12.100000,0.003694,0.005680,0.010922,-0.999917,91.343895,222.802673,-143.033417
1453,12.108333,0.002001,0.005674,0.013574,-0.999890,91.118347,223.538773,-143.938049
1454,12.116667,-0.001195,0.007387,0.015661,-0.999849,90.287575,222.760437,-144.527817
1455,12.125000,0.002554,0.005066,0.012260,-0.999909,91.133995,222.877625,-143.320618
1456,12.133333,-0.001039,0.007192,0.014651,-0.999866,90.336159,222.733017,-144.489853
1457,12.141667,-0.000882,0.007374,0.015134,-0.999858,90.345543,222.862625,-144.587540
1458,12.150000,-0.000131,0.006777,0.013635,-0.999884,90.843498,222.997650,-144.012161
1459,12.158333,-0.001178,0.007216,0.015242,-0.999857,90.195412,222.907501,-144.572311
1460,12.166667,0.003492,0.005964,0.010841,-0.999917,91.327408,222.834686,-143.118484
1461,12.175000,0.000794,0.007725,0.016531,-0.999833,90.192642,222.868393,-144.066513
1462,12.183333,-0.001545,0.007704,0.014732,-0.999861,90.254333,222.909607,-144.575760
1463,12.191667,0.002302,0.006357,0.013038,-0.999892,91.245224,223.517273,-143.814209
1464,12.200000,-0.001093,0.007475,0.015721,-0.999848,90.338669,222.748169,-144.494690
1465,12.208333,-0.004386,0.006420,0.010631,-0.999913,90.727646,222.997849,-145.117294
1466,12.216667,-0.000887,0.007040,0.014624,-0.999868,90.324715,222.766251,-144.388016
1467,12.225000,-0.000774,0.007356,0.015606,-0.999851,90.235016,222.873047,-144.511810
1468,12.233333,0.002180,0.005999,0.012236,-0.999905,91.017860,222.829102,-143.501495
1469,12.241667,-0.000294,0.007743,0.014846,-0.999860,90.112465,222.951508,-144.241394
1470,12.250000,-0.000868,0.007690,0.015631,-0.999848,90.113777,222.865021,-144.545303
1471,12.258333,-0.002695,0.008444,0.013369,-0.999871,90.764290,222.958633,-144.703262
1472,12.266667,-0.004145,0.007741,0.016555,-0.999824,90.214432,222.116684,-145.153641
